"Name","CreationTime","LastWriteTime","FullName"
"diagnostic_report_20250824_185425.md","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.astrid-intelligence\diagnostic_report_20250824_185425.md"
"environment_cache.json","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.astrid-intelligence\environment_cache.json"
"79ad95e97bbb6b984ca56da1351afe78c27eabc14d376a9b6f46854818ff18ca4a12c6a7552d5d537f07e504213f42d1e6aad3fc49695310da9b2bc18249","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\00\5e\79ad95e97bbb6b984ca56da1351afe78c27eabc14d376a9b6f46854818ff18ca4a12c6a7552d5d537f07e504213f42d1e6aad3fc49695310da9b2bc18249"
"1097d91fe164c23c20a99851a8264cfffae86f9bb87b3c529463187ba9aad0777111df7bc71bffea684f1e376e65d3b62a64fa475d4f48d3d97f443e5a19","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\05\78\1097d91fe164c23c20a99851a8264cfffae86f9bb87b3c529463187ba9aad0777111df7bc71bffea684f1e376e65d3b62a64fa475d4f48d3d97f443e5a19"
"d5bc30951cefaadb10445ac9314ba0c9135a919dbec3c7352ba206fbd425a849f89c07162c88019df8a9749a6abf329ac6f7202b464cab4314cee978cccc","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\05\1e\d5bc30951cefaadb10445ac9314ba0c9135a919dbec3c7352ba206fbd425a849f89c07162c88019df8a9749a6abf329ac6f7202b464cab4314cee978cccc"
"b0355cc0fcd021f943e23c45a9979b0c2bf076b13d2ae4b33c3ba29e625d662e842638febebcea909e343a6da0e46aab69cdb68be8dc52773ae4df54682e","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\09\91\b0355cc0fcd021f943e23c45a9979b0c2bf076b13d2ae4b33c3ba29e625d662e842638febebcea909e343a6da0e46aab69cdb68be8dc52773ae4df54682e"
"080560b1f6a7118681dc81c27482f53b48dd65614d995ee49f974e1b482e4ea6f0c71722428dd347a263d7c6342508153aed85bae0fcd8eff548107ec5db","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\14\d0\080560b1f6a7118681dc81c27482f53b48dd65614d995ee49f974e1b482e4ea6f0c71722428dd347a263d7c6342508153aed85bae0fcd8eff548107ec5db"
"76a7b3c262b983fec3dec062a858a80b8adf77d6f6aa4b8f9d3dce4a4f92232c269f97c3af727855c45e70b85c90e9be8dbdb56cbc5f0a65fcfeaccbee8c","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\09\e4\76a7b3c262b983fec3dec062a858a80b8adf77d6f6aa4b8f9d3dce4a4f92232c269f97c3af727855c45e70b85c90e9be8dbdb56cbc5f0a65fcfeaccbee8c"
"75f49fe0f876e36efe18de614d3571442ffe6dfca0a0f0f382b94a9de2b30a8c61be8f5c9b111f37871579f332fe7452353d392ddc634548746df9df2a11","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\09\09\75f49fe0f876e36efe18de614d3571442ffe6dfca0a0f0f382b94a9de2b30a8c61be8f5c9b111f37871579f332fe7452353d392ddc634548746df9df2a11"
"c1e451e31497f559db3a335432630ead99d4935aa06134610ace94b19d87ca41f7691808956417e66d366967feff7593b115eff9b79faa360135d3ce304f","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\19\1f\c1e451e31497f559db3a335432630ead99d4935aa06134610ace94b19d87ca41f7691808956417e66d366967feff7593b115eff9b79faa360135d3ce304f"
"cdb078f7455955d0000936bab9bbbaec5901ff3d169f842a585b74c7965ab512fa4dfad77d741203532ba959e683793a9aca10d672a47abf7e742ca9cb2b","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\17\7d\cdb078f7455955d0000936bab9bbbaec5901ff3d169f842a585b74c7965ab512fa4dfad77d741203532ba959e683793a9aca10d672a47abf7e742ca9cb2b"
"0eedaeb5991d1f3a502cbc2f7fac81dfecbf7ab0173a7445b378ebbe28079ae5b6724113c8a688eb5682380171894bfc9cbbf7c14dd2eb524038383aef8f","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\19\d6\0eedaeb5991d1f3a502cbc2f7fac81dfecbf7ab0173a7445b378ebbe28079ae5b6724113c8a688eb5682380171894bfc9cbbf7c14dd2eb524038383aef8f"
"958b22422b0f7f73434276e71a1532877dbd26412cd1ad166ff93d24d4eee5e6d3d8cb996ea4807f1d7dd83e59ed150866f1419f2fa91a55583e0734f606","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\19\bb\958b22422b0f7f73434276e71a1532877dbd26412cd1ad166ff93d24d4eee5e6d3d8cb996ea4807f1d7dd83e59ed150866f1419f2fa91a55583e0734f606"
"40450037230bfe8d3034bad51555bae1f8996baf516fd1ee7a186cc014e5cdedd93f16f89a0d6f0b1e62b9d8395c1f858fda7ea023cbcdd5a7ac045828f7","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\2a\93\40450037230bfe8d3034bad51555bae1f8996baf516fd1ee7a186cc014e5cdedd93f16f89a0d6f0b1e62b9d8395c1f858fda7ea023cbcdd5a7ac045828f7"
"fb6af5d8c29fde3b66940849673e059428ae8e7d3657fdab1f44e76137fb98fea2634868dcc7a9f5a69293b551ecfa996eada9b24f0bba7a9fb94fb93a33","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\24\7a\fb6af5d8c29fde3b66940849673e059428ae8e7d3657fdab1f44e76137fb98fea2634868dcc7a9f5a69293b551ecfa996eada9b24f0bba7a9fb94fb93a33"
"12f67e64a078278cacd7ec0ef95187effc9d9e167c92ac2dc3d8522541e0c60c8b809ffe111258ec97c1700c9464028151370a7880bf1f04692d180e7daf","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\1c\9c\12f67e64a078278cacd7ec0ef95187effc9d9e167c92ac2dc3d8522541e0c60c8b809ffe111258ec97c1700c9464028151370a7880bf1f04692d180e7daf"
"2d6eeb17d78c02c4357ddacd4d14f5a96f35aab1c282f723b4f60a1f56b87889b99da0fc172a8ff6369a6c46304be0b9de18c36d3bfd6e4a3fc87ba69b48","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\30\a0\2d6eeb17d78c02c4357ddacd4d14f5a96f35aab1c282f723b4f60a1f56b87889b99da0fc172a8ff6369a6c46304be0b9de18c36d3bfd6e4a3fc87ba69b48"
"66777cdb75b9c804840af3246d5979099739137b2c98f4be26ea35fde52c3a5038f8b5cb6d1c2cb95818ba7ea82a135c60f9f7bf6434f8f5ba71d96d4dda","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\40\b7\66777cdb75b9c804840af3246d5979099739137b2c98f4be26ea35fde52c3a5038f8b5cb6d1c2cb95818ba7ea82a135c60f9f7bf6434f8f5ba71d96d4dda"
"58b1541fd8a6ddc00a51dc01c5ef1d1294642a4da56beb41ce47c521ca073169795d9d9c3ad40e762522e343c6da727bc849d9e1b9ec96ab1a8f6c9c5411","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\37\db\58b1541fd8a6ddc00a51dc01c5ef1d1294642a4da56beb41ce47c521ca073169795d9d9c3ad40e762522e343c6da727bc849d9e1b9ec96ab1a8f6c9c5411"
"59448ec6a621fc3e734a719eff11bdd7599110160f9d72d423dd2d9097597404b6562af37778e8d6925cf9b68ec1eff111c72e32d03d59502c8f0bd6478c","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\37\03\59448ec6a621fc3e734a719eff11bdd7599110160f9d72d423dd2d9097597404b6562af37778e8d6925cf9b68ec1eff111c72e32d03d59502c8f0bd6478c"
"8a14769d8d5039a11e0f3ea86d01575c056c1161577a83a7005e721b4622307361213eb4ee29405d48bbe510ac883f71827fcf5f96dbdc6623fd30c140d7","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\48\74\8a14769d8d5039a11e0f3ea86d01575c056c1161577a83a7005e721b4622307361213eb4ee29405d48bbe510ac883f71827fcf5f96dbdc6623fd30c140d7"
"0ec2661161041eb5facb11979ec0814523ec124e87c2fa93012cdb87dd152ebbfc731b5a33f38502103392a1094dddf678f80ce6579d1962f1aa90c87dc8","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\51\7d\0ec2661161041eb5facb11979ec0814523ec124e87c2fa93012cdb87dd152ebbfc731b5a33f38502103392a1094dddf678f80ce6579d1962f1aa90c87dc8"
"10a24f7cdb5702f689c2c79a2d8057d19bb2e6f88fb0c313b1ef7f0cfd62cf67d438da6e081b95b414d5fc58b2f6818319a37264b97207d833a958cfaac0","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\63\52\10a24f7cdb5702f689c2c79a2d8057d19bb2e6f88fb0c313b1ef7f0cfd62cf67d438da6e081b95b414d5fc58b2f6818319a37264b97207d833a958cfaac0"
"1aa6e99695b3219018334fb624739617513e3a17488abbc4865ead1b7303f9773fe1d0f963e9e9c9aa3cf565bab697959aa989eb55bc16396332177178ee","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\52\38\1aa6e99695b3219018334fb624739617513e3a17488abbc4865ead1b7303f9773fe1d0f963e9e9c9aa3cf565bab697959aa989eb55bc16396332177178ee"
"e3e402eb29640bb181bd8e54d1991ff12a5bb11d5f99f501303488027ccd7fbb03cc0aecd55678799b04ddf8eb8165cc1220c6eab2c356466d65139d5069","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\80\a5\e3e402eb29640bb181bd8e54d1991ff12a5bb11d5f99f501303488027ccd7fbb03cc0aecd55678799b04ddf8eb8165cc1220c6eab2c356466d65139d5069"
"911730721a8cdd0002bf7abc56992ac00ec9859a9e755fc27e3f705a370ff7d8f11d77dc72eb301ba7060dfbe5c1d6350fb3f8cc0cd5071a613de737c72c","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\68\25\911730721a8cdd0002bf7abc56992ac00ec9859a9e755fc27e3f705a370ff7d8f11d77dc72eb301ba7060dfbe5c1d6350fb3f8cc0cd5071a613de737c72c"
"fdf2015f417faf8b0dd1ef2ac6591aa7acdda84641245238e5e09367e04f06c716e3b46dc56eb108218de5f3f86bc14c0878266f8b842e3933f8304ad5ba","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\6c\de\fdf2015f417faf8b0dd1ef2ac6591aa7acdda84641245238e5e09367e04f06c716e3b46dc56eb108218de5f3f86bc14c0878266f8b842e3933f8304ad5ba"
"62914c6f3ce727e44ef87598aae411ac4dbe7213085a4d2cdc714eade2c0ce1fc356242b2d28ee504f60afb45a0ae85d2c68bee9f711c0a873a508f27280","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\97\70\62914c6f3ce727e44ef87598aae411ac4dbe7213085a4d2cdc714eade2c0ce1fc356242b2d28ee504f60afb45a0ae85d2c68bee9f711c0a873a508f27280"
"94daa25ee2a542d599973952ba0c122978e1c2a4f698baa0dc3047ca4e882d0cf82799e76a61e89c3fadc0b2e398b34d2b016800c946feefff3414b7159b","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\a3\63\94daa25ee2a542d599973952ba0c122978e1c2a4f698baa0dc3047ca4e882d0cf82799e76a61e89c3fadc0b2e398b34d2b016800c946feefff3414b7159b"
"68cbab4d1b848bfc53a408037a4738e26a4652db944b605adc32db49a9b75df015ab9c0f9f1b3e7b88de4f6f4ea9bc11af979810d01e3c74996c957be84e","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\a3\94\68cbab4d1b848bfc53a408037a4738e26a4652db944b605adc32db49a9b75df015ab9c0f9f1b3e7b88de4f6f4ea9bc11af979810d01e3c74996c957be84e"
"3ce797ca6f64ac7cc222145a15ac0047242f10b47c15c7e98758fdd0704a811d889e9e3e5d1d28236f1b42d161195d8b78c1c0faceb4049433e116e6607c","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\9f\93\3ce797ca6f64ac7cc222145a15ac0047242f10b47c15c7e98758fdd0704a811d889e9e3e5d1d28236f1b42d161195d8b78c1c0faceb4049433e116e6607c"
"ada77d672effd714ecd71aebe109bf2a863993568e6f8d5935f571380919525b3d0aa1e2776f0f57b00ee73a9f5805fe2a1e3c01c640f329c304fc9dbd62","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\a7\3a\ada77d672effd714ecd71aebe109bf2a863993568e6f8d5935f571380919525b3d0aa1e2776f0f57b00ee73a9f5805fe2a1e3c01c640f329c304fc9dbd62"
"7acbe95d31739427686a74dca1396831983dca75a497635b997390c9347284b3f214f187cbee05343618a3087ecd6e6ed975b9e8ebaa16368fd46e133847","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\a8\67\7acbe95d31739427686a74dca1396831983dca75a497635b997390c9347284b3f214f187cbee05343618a3087ecd6e6ed975b9e8ebaa16368fd46e133847"
"683e432081bcf430fc8f8885abd4aa7869e5898c367a48cbd44618a68dd660b11b83a65179fecf617201a1c97321b3eeafa67ba8899da4162bb714c9d2f1","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\c5\4b\683e432081bcf430fc8f8885abd4aa7869e5898c367a48cbd44618a68dd660b11b83a65179fecf617201a1c97321b3eeafa67ba8899da4162bb714c9d2f1"
"d4dcbddccec232617297f3c7ddac6a2fc5d482a13183459e92617b524712d95331e0e4fffae87b7aba85251eef4466877e8a75e12a8dea420c17513ff2d7","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\b8\11\d4dcbddccec232617297f3c7ddac6a2fc5d482a13183459e92617b524712d95331e0e4fffae87b7aba85251eef4466877e8a75e12a8dea420c17513ff2d7"
"505e54d25062f62c7f52517a3c570b18e2ca1a9e1828e8b3529bce04d4b05c13cb373b4c29762473c91f73fd9649325316bf7eea38e6fda5d26531410a15","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\aa\e2\505e54d25062f62c7f52517a3c570b18e2ca1a9e1828e8b3529bce04d4b05c13cb373b4c29762473c91f73fd9649325316bf7eea38e6fda5d26531410a15"
"bb387d85a7712d84cb7795bcb24335dccf813391e8820a97b03711abca66f36b31589226aebb5a7aa38a68755c8f10ebb99dd5e11a1e56b41f75f7aa456c","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\f0\ed\bb387d85a7712d84cb7795bcb24335dccf813391e8820a97b03711abca66f36b31589226aebb5a7aa38a68755c8f10ebb99dd5e11a1e56b41f75f7aa456c"
"7dac22404f5adb8e25436f686a2851cd60bc60b64f0d511c59dc86700f717a36dc5b5d94029e74a2d4b931f880e885d3e5169db6db05402c885e64941212","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\cd\b0\7dac22404f5adb8e25436f686a2851cd60bc60b64f0d511c59dc86700f717a36dc5b5d94029e74a2d4b931f880e885d3e5169db6db05402c885e64941212"
"92d75079d70ba41af0b2dfd29b1fbb6e61cd905a62a1b6a69b6a92715c7a0724d5579a446ca161e8825cdb0b415fbc648d17f9714163043ae1c6ca730249","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\c8\6c\92d75079d70ba41af0b2dfd29b1fbb6e61cd905a62a1b6a69b6a92715c7a0724d5579a446ca161e8825cdb0b415fbc648d17f9714163043ae1c6ca730249"
"56a9e6db173a57f4e47e59ae8edbd6ac22881e44ccdc1ad00835da4c1c7c80835d1fd3969215505b704a867ff3d7c35123019faadbf6c4060dc3beeacadd","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\f3\ef\56a9e6db173a57f4e47e59ae8edbd6ac22881e44ccdc1ad00835da4c1c7c80835d1fd3969215505b704a867ff3d7c35123019faadbf6c4060dc3beeacadd"
"1365a18cd697ecc18797ad4a733eb931f149d661d849725b2260c9bac7fc39fa737ef137ff2e70207cb1900a6e7da803b153c5b01c4ab6bcdc05ea2e23f9","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\content-v2\sha512\f7\3f\1365a18cd697ecc18797ad4a733eb931f149d661d849725b2260c9bac7fc39fa737ef137ff2e70207cb1900a6e7da803b153c5b01c4ab6bcdc05ea2e23f9"
"26f9ed24289b8784a1d9fa8ef0689fba963d8fce2a3f9c207b9eee595339","9/17/2025 7:47:20 PM","9/17/2025 7:47:20 PM","C:\Users\eldno\PsychoNoir-Kontrapunkt\.cache\npm\_cacache\index-v5\17\bb\26f9ed24289b8784a1d9fa8ef0689fba963d8fce2a3f9c207b9eee595339"
